title_length,body_prose_length,code_block_count,code_block_total_length,link_count,tag_count,year_month
59,128,1,140,0,1,2020-04
26,455,4,1937,0,4,2020-04
44,1159,3,547,1,1,2020-04
49,1119,0,0,0,5,2020-04
115,786,0,0,0,4,2020-04
24,398,0,0,1,2,2020-04
43,268,1,230,0,5,2020-04
36,597,1,406,0,2,2020-04
32,85,1,171,0,4,2020-04
109,301,1,377,0,2,2020-04
50,178,3,902,0,5,2020-04
48,695,0,0,0,5,2020-04
60,305,1,1060,1,3,2020-04
16,319,1,738,0,3,2020-04
53,87,1,278,0,5,2020-04
98,821,1,127,0,2,2020-04
62,206,2,305,0,1,2020-04
53,786,2,1356,0,1,2020-04
36,410,1,274,0,1,2020-04
69,255,0,0,0,2,2020-04
77,331,0,0,0,4,2020-04
35,334,1,197,0,2,2020-04
39,229,2,73,0,3,2020-04
73,592,0,0,0,3,2020-04
62,580,1,441,0,4,2020-04
70,447,1,307,1,5,2020-04
55,413,1,10168,0,3,2020-04
46,283,1,913,1,2,2020-04
77,187,1,1519,0,4,2020-04
134,312,0,0,0,2,2020-04
20,335,3,393,0,4,2020-04
48,357,1,795,0,2,2020-04
63,416,0,0,2,3,2020-04
58,265,0,0,0,1,2020-04
28,181,0,0,0,5,2020-04
29,542,3,115,0,4,2020-04
15,1034,4,4360,0,4,2020-04
69,944,1,1287,0,5,2020-04
41,687,3,7293,1,4,2020-04
61,802,1,3446,0,4,2020-04
82,905,5,4357,1,4,2020-04
39,431,2,176,1,4,2020-04
65,608,1,3143,0,3,2020-04
66,480,3,739,1,2,2020-04
117,275,1,153,0,3,2020-04
75,476,0,0,0,2,2020-04
46,55,0,0,1,1,2020-04
49,832,1,1682,0,5,2020-04
52,1398,0,0,0,4,2020-04
21,423,0,0,3,1,2020-04
45,751,4,1299,0,4,2020-04
63,328,0,0,0,4,2020-04
24,251,1,94,0,2,2020-04
41,213,2,134,0,3,2020-04
135,581,2,306,2,5,2020-04
52,622,1,250,0,2,2020-04
58,704,4,860,0,5,2020-04
60,358,2,957,0,4,2020-04
31,429,1,56,0,3,2020-04
89,307,1,385,1,1,2020-04
32,382,1,8665,0,3,2020-04
66,397,3,939,0,2,2020-04
82,390,2,570,0,2,2020-04
52,345,0,0,2,2,2020-04
53,663,3,438,0,2,2020-04
51,294,1,1033,0,4,2020-04
41,876,1,1302,0,4,2020-04
92,440,3,81,0,3,2020-04
66,255,0,0,1,3,2020-04
39,295,1,69,0,4,2020-04
25,372,1,1224,0,2,2020-04
38,481,1,2416,0,1,2020-04
75,377,1,77,1,2,2020-04
42,1382,3,4749,1,4,2020-04
61,264,3,704,0,5,2020-04
44,480,0,0,0,5,2020-04
46,208,4,322,0,2,2020-04
55,583,3,503,2,4,2020-04
69,248,1,2087,0,1,2020-04
72,951,1,333,1,2,2020-04
63,852,1,663,0,4,2020-04
56,488,0,0,0,1,2020-04
57,309,0,0,0,2,2020-04
60,239,2,1682,0,2,2020-04
61,216,2,457,0,4,2020-04
30,471,1,342,0,3,2020-04
81,410,0,0,0,3,2020-04
42,1696,4,2812,4,4,2020-04
57,926,5,710,3,3,2020-04
59,346,2,7673,0,2,2020-04
75,1415,3,1417,1,4,2020-04
51,1239,3,4971,0,5,2020-04
53,221,1,318,0,1,2020-04
66,525,0,0,0,2,2020-04
38,445,0,0,0,2,2020-04
126,429,2,1017,0,2,2020-04
122,423,1,530,0,3,2020-04
52,334,1,482,0,1,2020-04
58,430,1,172,1,4,2020-04
107,140,3,3984,0,4,2020-04
32,291,1,42,0,1,2020-04
64,370,0,0,0,3,2020-04
19,154,2,172,0,2,2020-04
47,521,3,249,0,3,2020-04
67,198,2,202,0,3,2020-04
68,1320,0,0,0,3,2020-04
78,1215,4,13449,0,1,2020-04
42,518,1,422,2,4,2020-04
54,739,4,621,0,4,2020-04
72,427,2,714,0,2,2020-04
54,750,2,478,4,3,2020-04
52,431,3,142,0,1,2020-04
60,465,1,976,0,4,2020-04
86,288,0,0,0,1,2020-04
78,570,3,1982,0,4,2020-04
62,1934,4,317,0,4,2020-04
35,216,1,193,1,4,2020-04
60,357,2,4256,0,5,2020-04
75,217,1,639,0,1,2020-04
31,186,0,0,0,3,2020-04
38,275,1,399,0,4,2020-04
44,164,3,669,0,2,2020-04
83,440,5,2826,0,3,2020-04
74,504,1,4206,0,3,2020-04
78,691,2,628,0,5,2020-04
50,1392,2,717,0,2,2020-04
55,633,1,322,0,3,2020-04
47,689,1,474,2,4,2020-04
36,613,0,0,0,5,2020-04
50,1141,3,234,0,5,2020-04
69,618,0,0,0,5,2020-04
63,397,0,0,0,3,2020-04
74,187,2,220,0,3,2020-04
46,646,3,586,0,3,2020-04
94,376,0,0,0,4,2020-04
46,1364,1,122,2,5,2020-04
99,615,2,709,0,4,2020-04
69,565,4,3535,0,5,2020-04
82,231,1,678,0,3,2020-04
43,297,1,615,0,4,2020-04
148,302,2,159,3,4,2020-04
41,634,3,629,0,3,2020-04
18,836,0,0,0,4,2020-04
101,211,1,773,1,2,2020-04
135,674,1,672,3,4,2020-04
76,478,3,88,0,4,2020-04
20,297,1,101,0,2,2020-04
87,271,0,0,0,2,2020-04
82,315,0,0,0,3,2020-04
73,825,1,880,0,3,2020-04
53,265,1,52,1,2,2020-04
45,1003,2,841,0,5,2020-04
52,425,2,889,0,3,2020-04
45,559,1,353,0,3,2020-04
51,718,1,169,0,3,2020-04
52,385,2,654,2,3,2020-04
46,683,2,383,0,2,2020-04
75,104,1,37,0,2,2020-04
90,1606,6,628,2,5,2020-04
37,304,1,484,0,5,2020-04
55,454,1,180,0,5,2020-04
48,575,3,1236,0,5,2020-04
28,613,5,1681,2,5,2020-04
32,134,1,104,1,2,2020-04
72,965,0,0,5,5,2020-04
67,310,1,177,0,3,2020-04
26,351,0,0,0,5,2020-04
77,189,2,95,0,3,2020-04
50,185,1,391,0,4,2020-04
91,338,3,1015,1,3,2020-04
53,1184,1,327,0,1,2020-04
36,529,4,605,1,3,2020-04
66,730,1,1180,0,5,2020-04
86,693,3,3605,0,3,2020-04
49,1355,2,1330,0,2,2020-04
40,313,2,87,0,3,2020-04
55,777,2,1469,0,4,2020-04
75,226,2,959,0,2,2020-04
62,550,2,148,0,3,2020-04
33,224,2,208,0,2,2020-04
98,354,1,67,1,2,2020-04
40,612,1,110,0,4,2020-04
47,113,3,128,0,2,2020-04
39,159,1,36,0,4,2020-04
111,826,2,6615,0,5,2020-04
54,306,1,126,0,1,2020-04
66,701,2,171,0,4,2020-04
50,1814,0,0,2,3,2020-04
44,341,4,915,0,2,2020-04
32,368,1,1204,0,1,2020-04
72,229,1,459,0,5,2020-04
59,366,2,244,1,2,2020-04
47,232,0,0,0,2,2020-04
70,301,1,732,0,4,2020-04
43,421,5,2751,1,5,2020-04
46,569,0,0,1,5,2020-04
80,403,0,0,0,2,2020-04
127,512,2,910,0,2,2020-04
54,281,2,2298,1,4,2020-04
46,668,0,0,0,3,2020-04
77,246,2,598,0,1,2020-04
61,399,5,390,0,2,2020-04
50,365,1,5280,1,4,2020-04
53,439,4,926,0,4,2020-04
69,623,0,0,0,2,2020-04
48,783,3,1083,0,1,2020-04
41,192,2,343,0,3,2020-04
44,593,0,0,0,3,2020-04
45,209,2,324,0,3,2020-04
98,666,2,2453,0,5,2020-04
36,470,0,0,0,3,2020-04
39,377,1,2077,1,2,2020-04
96,336,2,696,0,1,2020-04
73,277,0,0,1,1,2020-04
69,363,3,258,0,5,2020-04
46,317,1,5505,0,1,2020-04
63,732,1,413,1,5,2020-04
56,843,4,3268,0,4,2020-04
41,452,0,0,1,2,2020-04
44,389,4,1240,0,1,2020-04
57,535,3,820,0,5,2020-04
104,531,2,1342,0,4,2020-04
44,517,2,95,0,3,2020-04
42,554,1,56,0,2,2020-04
44,533,4,268,1,2,2020-04
47,456,2,1096,0,4,2020-04
58,298,1,695,1,5,2020-04
34,154,1,584,0,1,2020-04
54,488,0,0,0,1,2020-04
44,488,1,111,0,2,2020-04
90,760,3,770,0,3,2020-04
45,439,0,0,0,4,2020-04
66,489,1,159,1,2,2020-04
47,1128,3,697,6,4,2020-04
42,323,3,527,0,2,2020-04
66,384,1,203,1,2,2020-04
32,213,2,344,0,3,2020-04
79,293,0,0,0,5,2020-04
89,1815,5,4219,4,3,2020-04
50,226,0,0,6,5,2020-04
65,769,1,1516,1,4,2020-04
68,520,0,0,0,3,2020-04
49,272,1,345,0,4,2020-04
48,886,3,1633,0,1,2020-04
113,540,5,142,0,3,2020-04
85,306,2,230,0,2,2020-04
42,178,0,0,0,1,2020-04
44,444,2,1001,0,5,2020-04
44,315,0,0,0,4,2020-04
25,312,1,65,0,1,2020-04
56,635,0,0,1,3,2020-04
65,340,1,218,0,5,2020-04
69,288,1,2023,0,5,2020-04
38,304,1,306,0,1,2020-04
54,464,0,0,0,4,2020-04
18,342,0,0,1,2,2020-04
89,415,1,796,0,4,2020-04
35,243,2,301,0,2,2020-04
69,363,0,0,0,3,2020-04
38,660,2,842,1,4,2020-04
79,2527,2,451,1,4,2020-04
67,321,1,709,0,5,2020-04
136,1148,0,0,0,5,2020-04
133,1276,3,867,4,4,2020-04
73,716,0,0,2,1,2020-04
49,769,1,191,5,2,2020-04
57,844,0,0,0,4,2020-04
38,816,0,0,0,5,2020-04
58,371,2,821,0,2,2020-04
113,1069,0,0,0,5,2020-04
67,1262,0,0,2,4,2020-04
41,384,2,3742,0,5,2020-04
37,339,0,0,0,2,2020-04
23,254,1,451,0,1,2020-04
99,431,1,366,0,5,2020-04
78,307,2,201,0,2,2020-04
40,332,1,202,1,5,2020-04
123,740,0,0,0,4,2020-04
58,290,5,1842,0,3,2020-04
50,310,3,356,1,5,2020-04
67,729,0,0,0,4,2020-04
57,209,1,112,0,3,2020-04
101,270,1,187,0,3,2020-04
35,378,1,2680,0,5,2020-04
37,371,5,4573,0,1,2020-04
49,429,1,2488,0,5,2020-04
51,66,1,474,0,4,2020-04
64,601,2,1450,1,1,2020-04
76,647,1,16591,0,5,2020-04
39,199,2,688,1,3,2020-04
49,134,1,122,0,2,2020-04
66,191,1,2192,0,4,2020-04
76,402,1,388,0,3,2020-04
41,441,2,891,0,4,2020-04
33,194,1,758,0,1,2020-04
70,615,2,118,0,2,2020-04
36,708,7,560,0,5,2020-04
40,232,0,0,0,3,2020-04
42,410,2,300,0,2,2020-04
53,685,0,0,0,5,2020-04
50,1320,3,496,0,4,2020-04
62,462,0,0,0,2,2020-04
50,685,1,45,0,1,2020-04
112,259,0,0,0,1,2020-04
69,445,4,5729,0,5,2020-04
50,402,2,4254,0,2,2020-04
41,516,1,200,0,2,2020-04
52,573,2,1101,0,4,2020-04
54,193,1,332,1,2,2020-04
81,416,2,175,0,4,2020-04
65,224,1,440,0,4,2020-04
107,501,0,0,0,1,2020-04
49,484,3,236,0,1,2020-04
138,279,0,0,0,5,2020-04
71,279,1,1690,0,3,2020-04
35,382,1,1549,1,5,2020-04
38,614,4,581,0,4,2020-04
56,249,1,379,0,2,2020-04
86,486,1,477,0,1,2020-04
105,244,2,515,0,4,2020-04
38,75,1,208,0,4,2020-04
53,917,2,3924,0,5,2020-04
50,507,4,2008,0,3,2020-04
25,393,0,0,0,2,2020-04
52,294,2,84,0,4,2020-04
44,963,0,0,1,3,2020-04
50,331,1,245,0,4,2020-04
66,2345,1,183,7,4,2020-04
33,454,1,89,0,1,2020-04
114,1120,1,1111,0,3,2020-04
72,920,2,81,0,1,2020-04
57,385,4,1122,0,4,2020-04
34,565,3,890,0,4,2020-04
46,156,0,0,1,4,2020-04
43,346,1,538,0,5,2020-04
67,81,1,201,0,3,2020-04
59,196,1,1271,0,3,2020-04
67,370,2,1496,0,2,2020-04
49,338,1,94,0,4,2020-04
46,285,1,118,0,2,2020-04
52,432,0,0,0,4,2020-04
33,179,3,373,0,2,2020-04
76,183,1,527,0,1,2020-04
59,433,1,30,0,4,2020-04
57,647,0,0,0,2,2020-04
67,916,1,1575,1,3,2020-04
117,573,3,619,1,1,2020-04
44,753,0,0,1,5,2020-04
146,478,2,134,1,5,2020-04
138,1105,0,0,3,5,2020-04
47,564,2,1666,0,4,2020-04
52,454,1,638,2,3,2020-04
73,556,6,1278,0,2,2020-04
29,372,1,2241,0,2,2020-04
41,456,1,119,0,2,2020-04
44,242,1,7519,0,1,2020-04
54,366,3,399,0,2,2020-04
38,337,1,741,0,4,2020-04
43,247,0,0,4,3,2020-04
62,383,2,225,0,4,2020-04
41,757,2,443,0,2,2020-04
42,383,2,342,1,3,2020-04
63,256,3,353,0,4,2020-04
69,960,0,0,3,3,2020-04
81,496,2,163,1,1,2020-04
41,712,0,0,0,3,2020-04
52,365,1,140,0,5,2020-04
49,214,1,768,0,1,2020-04
80,543,2,257,0,3,2020-04
29,1514,0,0,0,5,2020-04
75,1753,3,527,1,2,2020-04
42,198,2,1018,0,2,2020-04
32,454,0,0,2,4,2020-04
69,417,3,1843,0,4,2020-04
64,549,0,0,0,4,2020-04
48,299,1,157,0,2,2020-04
24,344,2,488,0,3,2020-04
46,278,2,187,2,3,2020-04
45,85,2,495,0,2,2020-04
53,806,2,2226,1,3,2020-04
47,499,4,1577,0,4,2020-04
54,304,1,127,0,3,2020-04
73,295,0,0,1,2,2020-04
100,1209,6,2664,0,4,2020-04
78,184,1,917,0,3,2020-04
58,1001,0,0,6,3,2020-04
56,142,1,1164,0,5,2020-04
99,203,2,2099,2,4,2020-04
77,708,2,1194,0,4,2020-04
54,811,3,774,0,4,2020-04
39,236,2,1575,0,4,2020-04
48,570,1,2709,1,3,2020-04
64,385,2,1073,0,1,2020-04
54,206,2,293,0,2,2020-04
56,214,0,0,1,3,2020-04
91,788,4,1037,0,4,2020-04
74,344,4,3529,0,5,2020-04
59,177,1,1187,0,5,2020-04
75,320,3,1667,0,5,2020-04
50,385,0,0,0,4,2020-04
33,264,1,346,0,3,2020-04
64,1272,8,7128,1,3,2020-04
62,401,2,139,0,4,2020-04
33,790,0,0,2,3,2020-04
47,387,2,14912,0,2,2020-04
77,331,3,456,0,2,2020-04
28,449,2,2880,0,2,2020-04
70,501,0,0,0,1,2020-04
112,658,3,867,0,3,2020-04
77,678,1,1547,0,5,2020-04
45,296,4,1806,0,2,2020-04
79,333,4,1129,0,4,2020-04
41,803,2,158,0,3,2020-04
36,442,2,644,2,4,2020-04
117,233,1,175,0,4,2020-04
53,575,3,374,0,5,2020-04
64,333,1,525,0,5,2020-04
44,409,1,122,0,4,2020-04
47,186,1,1451,0,3,2020-04
77,638,1,996,1,5,2020-04
102,649,0,0,1,1,2020-04
41,529,0,0,0,5,2020-04
42,428,2,1893,1,4,2020-04
70,595,1,615,2,4,2020-04
38,722,4,1719,0,4,2020-04
25,269,1,75,0,2,2020-04
73,398,1,2281,1,3,2020-04
84,393,2,690,0,5,2020-04
47,445,1,360,2,4,2020-04
60,323,1,672,0,2,2020-04
39,267,0,0,0,1,2020-04
35,175,1,73,3,3,2020-04
41,159,1,1146,0,5,2020-04
69,820,0,0,0,4,2020-04
64,275,1,133,1,2,2020-04
66,293,2,209,0,4,2020-04
62,179,2,2764,0,3,2020-04
25,403,2,503,0,3,2020-04
32,340,2,984,0,2,2020-04
33,184,2,520,3,2,2020-04
31,557,1,115,0,3,2020-04
68,449,1,179,0,3,2020-04
64,113,1,114,0,2,2020-04
58,74,2,1370,0,5,2020-04
68,1034,2,5940,1,5,2020-04
57,146,1,116,0,3,2020-04
67,381,3,1189,0,4,2020-04
63,480,0,0,0,2,2020-04
74,260,4,731,0,2,2020-04
59,474,0,0,0,5,2020-04
42,368,4,2991,0,3,2020-04
59,600,0,0,2,2,2020-04
35,308,2,180,0,3,2020-04
105,1100,1,2957,0,5,2020-04
62,850,0,0,4,3,2020-04
37,1979,1,1159,0,3,2020-04
138,170,0,0,1,2,2020-04
85,206,2,431,0,3,2020-04
36,564,1,236,0,5,2020-04
61,858,3,617,1,1,2020-04
47,649,1,2114,3,3,2020-04
92,286,3,300,0,1,2020-04
47,1364,1,1115,0,1,2020-04
85,637,2,1405,0,3,2020-04
56,1316,4,552,1,3,2020-04
28,179,1,241,1,4,2020-04
61,2320,1,991,0,5,2020-04
60,351,2,603,0,5,2020-04
46,453,1,232,0,3,2020-04
40,261,3,573,0,2,2020-04
40,211,2,904,0,5,2020-04
70,837,2,708,0,4,2020-04
85,336,1,134,0,3,2020-04
90,371,0,0,0,4,2020-04
49,958,6,597,0,2,2020-04
57,580,2,483,0,3,2020-04
52,942,3,258,1,4,2020-04
34,208,2,685,0,4,2020-04
65,493,2,787,0,2,2020-04
116,254,1,271,2,2,2020-04
58,169,3,180,0,3,2020-04
49,547,3,945,0,4,2020-04
75,432,1,1194,0,5,2020-04
37,206,3,632,0,4,2020-04
111,213,1,836,0,4,2020-04
46,137,0,0,1,3,2020-04
48,421,1,466,0,3,2020-04
43,552,1,623,0,3,2020-04
91,357,1,1481,0,4,2020-04
48,397,1,27654,0,2,2020-04
64,289,1,1330,0,4,2020-04
63,322,1,488,0,5,2020-04
67,1114,2,1140,2,2,2020-04
74,411,4,1008,1,3,2020-04
89,517,0,0,1,3,2020-04
30,459,1,531,0,2,2020-04
107,1000,0,0,0,5,2020-04
56,437,1,270,0,2,2020-04
50,343,2,2255,0,4,2020-04
68,1176,2,840,0,3,2020-04
69,176,1,252,0,3,2020-04
79,746,6,10332,0,4,2020-04
41,434,0,0,1,2,2020-04
47,298,2,523,0,4,2020-04
31,126,1,520,0,1,2020-04
27,470,2,747,0,5,2020-04
29,202,0,0,0,5,2020-04
50,976,5,1501,0,4,2020-04
30,161,0,0,1,2,2020-04
50,509,0,0,0,5,2020-04
52,812,1,690,0,4,2020-04
118,467,3,1801,0,5,2020-04
52,113,1,753,2,2,2020-04
35,311,0,0,0,2,2020-04
80,275,6,1463,0,4,2020-04
42,663,1,87,0,4,2020-04
34,813,1,408,1,2,2020-04
52,733,3,4777,0,2,2020-04
49,1082,0,0,2,5,2020-04
142,536,1,1373,1,3,2020-04
32,637,1,1309,3,5,2020-04
109,553,0,0,0,4,2020-04
74,199,0,0,1,2,2020-04
69,619,3,61,0,3,2020-04
105,719,1,5677,0,5,2020-04
33,177,0,0,0,1,2020-04
47,511,1,52,0,1,2020-04
51,571,4,931,0,4,2020-04
56,349,2,3971,0,2,2020-04
34,114,1,445,0,4,2020-04
47,259,4,1078,0,3,2020-04
113,698,0,0,0,5,2020-04
51,176,0,0,0,4,2020-04
45,206,1,95,1,5,2020-04
58,369,0,0,0,2,2020-04
49,350,1,2934,0,2,2020-04
49,220,1,452,0,3,2020-04
105,325,1,931,0,5,2020-04
54,490,1,147,1,1,2020-04
76,540,0,0,1,4,2020-04
59,109,1,20,0,3,2020-04
42,395,2,362,0,2,2020-04
64,857,2,3365,0,5,2020-04
34,391,0,0,1,2,2020-04
64,494,1,169,0,4,2020-04
59,229,2,119,0,1,2020-04
27,395,1,264,1,4,2020-04
55,350,1,503,1,2,2020-04
52,570,2,209,0,5,2020-04
35,506,0,0,0,1,2020-04
71,374,5,850,0,2,2020-04
41,558,4,324,0,1,2020-04
71,307,5,2169,0,4,2020-04
50,667,4,729,0,3,2020-04
32,235,2,75,0,2,2020-04
59,202,1,41,0,5,2020-04
61,371,3,4366,2,3,2020-04
26,471,1,1312,0,4,2020-04
83,344,3,1353,1,4,2020-04
58,216,0,0,0,4,2020-04
48,640,2,721,0,3,2020-04
35,100,1,460,0,3,2020-04
79,437,1,98,0,3,2020-04
65,178,1,475,0,1,2020-04
32,720,1,230,0,1,2020-04
61,487,1,605,0,2,2020-04
42,450,0,0,0,3,2020-04
97,107,1,316,0,4,2020-04
81,255,1,441,0,3,2020-04
66,810,5,2638,0,4,2020-04
50,109,1,458,0,1,2020-04
46,328,2,4815,0,3,2020-04
23,200,1,671,0,3,2020-04
36,469,0,0,2,4,2020-04
28,430,4,392,0,4,2020-04
75,729,1,509,0,3,2020-04
78,740,9,2598,0,5,2020-04
61,842,3,842,0,3,2020-04
95,1296,4,2540,0,4,2020-04
57,684,1,289,0,3,2020-04
90,167,1,308,0,1,2020-04
27,84,2,517,0,2,2020-04
64,903,0,0,1,3,2020-04
82,1879,4,1057,2,3,2020-04
35,583,2,624,0,2,2020-04
49,402,1,1303,0,3,2020-04
42,259,3,243,0,2,2020-04
73,310,5,645,1,4,2020-04
48,589,2,272,0,4,2020-04
87,307,1,856,0,2,2020-04
87,288,4,140,0,1,2020-04
59,418,0,0,1,5,2020-04
43,358,1,621,0,3,2020-04
56,262,0,0,0,5,2020-04
102,990,0,0,0,4,2020-04
59,313,1,827,1,2,2020-04
88,682,3,2454,0,3,2020-04
56,637,4,3196,0,4,2020-04
80,700,2,697,0,1,2020-04
21,427,6,5610,0,3,2020-04
49,570,2,1292,0,3,2020-04
53,128,0,0,0,1,2020-04
44,160,1,3379,1,4,2020-04
52,419,2,13169,0,4,2020-04
52,706,1,4831,0,1,2020-04
19,342,2,1334,0,1,2020-04
34,378,2,132,0,2,2020-04
70,237,0,0,0,3,2020-04
81,281,1,15,1,2,2020-04
50,1010,0,0,0,3,2020-04
69,511,3,607,1,3,2020-04
84,658,1,355,0,4,2020-04
75,261,0,0,1,2,2020-04
88,306,2,1251,0,4,2020-04
67,621,3,2061,0,4,2020-04
31,181,0,0,2,1,2020-04
42,850,2,46,0,2,2020-04
38,221,1,632,0,3,2020-04
39,632,2,2366,0,3,2020-04
76,309,0,0,0,5,2020-04
30,413,0,0,0,2,2020-04
38,296,2,846,0,2,2020-04
63,311,1,274,0,3,2020-04
31,289,1,384,0,2,2020-04
43,234,4,309,0,2,2020-04
66,557,2,1601,0,5,2020-04
97,472,1,327,2,3,2020-04
51,490,0,0,0,5,2020-04
58,266,3,708,0,3,2020-04
73,210,0,0,0,2,2020-04
46,1024,7,3839,0,2,2020-04
43,675,1,417,0,3,2020-04
69,196,3,232,0,2,2020-04
41,311,1,85,0,1,2020-04
43,265,0,0,0,4,2020-04
53,478,5,9213,0,3,2020-04
40,600,1,21495,4,2,2020-04
38,75,2,341,1,1,2020-04
49,164,1,347,0,3,2020-04
63,943,2,387,0,3,2020-04
48,951,1,345,1,3,2020-04
56,816,2,672,0,5,2020-04
61,255,2,413,0,4,2020-04
75,523,2,1441,1,3,2020-04
66,256,3,432,0,5,2020-04
115,1986,1,963,0,1,2020-04
76,543,1,384,0,3,2020-04
44,246,1,669,0,3,2020-04
105,1141,1,135,1,5,2020-04
75,161,0,0,0,2,2020-04
64,895,0,0,0,1,2020-04
42,293,2,145,1,4,2020-04
49,230,3,218,0,3,2020-04
49,238,0,0,0,1,2020-04
66,1178,1,729,2,5,2020-04
122,461,2,151,0,3,2020-04
33,199,1,290,0,2,2020-04
98,428,4,2091,0,4,2020-04
31,872,2,1801,0,5,2020-04
63,72,1,652,0,2,2020-04
58,698,0,0,1,2,2020-04
63,225,2,235,0,3,2020-04
32,594,2,617,0,2,2020-04
37,488,1,1032,0,4,2020-04
32,1226,0,0,0,4,2020-04
103,1022,1,591,1,3,2020-04
53,331,1,753,0,3,2020-04
48,75,0,0,1,2,2020-04
69,556,0,0,0,2,2020-04
66,552,0,0,1,1,2020-04
51,290,1,65,0,2,2020-04
58,205,1,435,0,1,2020-04
101,415,1,1063,0,3,2020-04
77,363,1,1164,0,1,2020-04
44,1363,2,709,2,3,2020-04
93,1165,3,1127,0,3,2020-04
38,210,3,222,0,3,2020-04
69,379,1,229,0,4,2020-04
28,210,1,545,0,3,2020-04
55,116,1,725,0,1,2020-04
87,214,0,0,0,2,2020-04
51,321,0,0,0,1,2020-04
44,433,2,5478,2,5,2020-04
68,513,2,457,1,2,2020-04
33,550,4,5121,1,3,2020-04
80,203,1,122,0,3,2020-04
73,317,1,395,0,5,2020-04
104,113,0,0,0,1,2020-04
35,566,6,11974,0,4,2020-04
69,680,1,42,1,4,2020-04
74,1065,2,993,0,4,2020-04
37,371,3,2021,0,5,2020-04
36,172,2,221,0,3,2020-04
64,411,1,3227,0,4,2020-04
41,234,0,0,0,2,2020-04
39,462,2,1978,0,4,2020-04
34,420,1,1496,0,2,2020-04
37,418,0,0,0,1,2020-04
37,369,2,450,0,3,2020-04
92,320,2,6011,1,3,2020-04
62,788,3,498,0,2,2020-04
56,343,1,676,0,5,2020-04
91,278,1,276,0,5,2020-04
16,598,1,191,2,1,2020-04
136,357,1,299,0,2,2020-04
133,554,4,2226,0,2,2020-04
50,491,2,832,2,5,2020-04
46,515,0,0,0,1,2020-04
39,421,4,4124,0,4,2020-04
69,327,3,202,0,2,2020-04
51,802,1,550,0,5,2020-04
63,350,0,0,1,4,2020-04
71,341,2,1415,0,3,2020-04
83,450,1,572,0,2,2020-04
109,20,1,532,0,2,2020-04
33,94,1,193,0,1,2020-04
54,1216,1,4581,1,5,2020-04
56,166,1,114,0,2,2020-04
68,833,3,2188,0,3,2020-04
47,1908,2,1266,1,2,2020-04
49,251,2,415,0,2,2020-04
60,162,1,307,0,4,2020-04
34,439,0,0,1,3,2020-04
134,857,2,233,1,1,2020-04
39,370,0,0,1,2,2020-04
31,351,1,368,0,3,2020-04
27,272,1,143,1,4,2020-04
56,365,0,0,0,3,2020-04
18,522,1,196,1,3,2020-04
59,1126,4,1982,0,1,2020-04
87,201,0,0,0,5,2020-04
66,239,0,0,0,1,2020-04
40,275,1,1196,0,2,2020-04
65,450,2,936,1,2,2020-04
89,488,3,1085,0,5,2020-04
83,546,1,662,0,3,2020-04
70,432,1,64,0,4,2020-04
59,1043,2,1005,2,2,2020-04
86,186,1,293,0,4,2020-04
68,433,3,1766,0,2,2020-04
72,700,0,0,0,3,2020-04
31,189,1,284,0,5,2020-04
77,451,3,283,0,3,2020-04
56,552,1,128,0,4,2020-04
37,354,4,456,0,3,2020-04
56,989,3,1333,1,4,2020-04
54,177,0,0,0,1,2020-04
54,427,0,0,0,5,2020-04
59,747,2,214,2,3,2020-04
76,273,1,1220,0,5,2020-04
56,290,1,1026,0,3,2020-04
56,613,1,3347,1,3,2020-04
55,289,0,0,0,2,2020-04
59,153,1,221,0,4,2020-04
37,388,2,3194,0,2,2020-04
80,411,4,485,1,5,2020-04
29,335,3,20582,0,1,2020-04
43,344,3,375,0,5,2020-04
58,501,1,302,3,3,2020-04
46,340,1,269,0,5,2020-04
62,1578,1,343,2,3,2020-04
60,208,0,0,0,4,2020-04
61,816,0,0,0,3,2020-04
54,264,2,959,0,5,2020-04
55,170,0,0,0,2,2020-04
51,699,2,378,0,2,2020-04
54,1041,4,11134,0,5,2020-04
63,314,3,1767,2,4,2020-04
81,1709,3,2003,0,3,2020-04
110,464,1,1132,0,3,2020-04
37,151,1,177,0,4,2020-04
18,809,0,0,0,3,2020-04
40,645,3,720,2,5,2020-04
82,412,0,0,0,1,2020-04
76,975,0,0,1,4,2020-04
81,112,1,567,1,4,2020-04
57,280,0,0,0,3,2020-04
79,375,1,119,0,2,2020-04
73,767,4,100,0,3,2020-04
36,420,0,0,3,3,2020-04
118,509,2,2722,0,2,2020-04
41,548,2,413,0,1,2020-04
56,698,1,3081,0,4,2020-04
70,229,1,858,1,2,2020-04
27,487,1,197,0,1,2020-04
56,256,1,126,0,2,2020-04
115,209,1,179,0,3,2020-04
57,643,0,0,0,4,2020-04
67,344,1,334,0,4,2020-04
76,452,2,834,1,3,2020-04
26,1349,5,637,0,2,2020-04
81,160,0,0,0,3,2020-04
58,329,3,232,0,5,2020-04
76,775,2,9867,1,2,2020-04
42,857,5,309,0,4,2020-04
45,367,4,1166,0,3,2020-04
95,246,1,484,0,1,2020-04
110,210,2,261,1,1,2020-04
48,661,3,630,0,4,2020-04
91,1629,4,2353,3,3,2020-04
60,912,1,548,0,3,2020-04
84,404,2,270,0,4,2020-04
86,790,3,4257,0,2,2020-04
68,554,1,774,2,2,2020-04
52,948,2,1477,0,3,2020-04
