title_length,body_prose_length,code_block_count,code_block_total_length,link_count,tag_count,year_month
28,869,3,277,0,2,2021-10
97,1793,1,211,2,2,2021-10
52,856,2,1608,0,3,2021-10
89,865,7,1611,0,4,2021-10
34,1101,5,1750,0,5,2021-10
129,437,1,2026,1,1,2021-10
75,429,2,99,0,3,2021-10
55,359,1,102,0,2,2021-10
45,379,1,246,0,2,2021-10
62,403,2,7767,1,4,2021-10
28,163,1,39,1,3,2021-10
37,566,0,0,0,2,2021-10
58,315,2,365,0,2,2021-10
34,363,2,1350,0,1,2021-10
42,162,2,346,0,2,2021-10
84,291,2,949,0,3,2021-10
52,261,2,293,0,5,2021-10
59,756,1,7171,0,2,2021-10
76,161,2,2823,1,3,2021-10
66,435,1,1240,0,2,2021-10
137,0,1,1746,0,1,2021-10
41,271,1,246,0,1,2021-10
50,384,3,1635,1,4,2021-10
76,1067,8,2213,0,2,2021-10
74,228,1,127,0,2,2021-10
72,329,2,1782,0,3,2021-10
86,418,1,1510,1,2,2021-10
25,229,3,1574,0,3,2021-10
35,323,1,479,0,2,2021-10
60,139,0,0,0,5,2021-10
54,53,1,18,0,2,2021-10
40,428,1,377,0,2,2021-10
34,247,2,1326,2,1,2021-10
68,507,2,509,0,2,2021-10
61,127,2,214,0,3,2021-10
69,906,0,0,0,4,2021-10
48,885,1,1998,0,5,2021-10
26,432,4,7735,0,1,2021-10
58,175,1,192,0,2,2021-10
130,274,2,1715,0,5,2021-10
95,2099,0,0,6,3,2021-10
77,2663,0,0,0,5,2021-10
58,317,2,4454,1,5,2021-10
84,393,3,1063,0,3,2021-10
45,475,1,1316,0,1,2021-10
79,735,3,1087,0,2,2021-10
82,458,1,106,1,5,2021-10
87,815,1,177,0,2,2021-10
88,246,2,556,0,2,2021-10
48,1146,0,0,0,3,2021-10
48,369,2,1358,1,2,2021-10
51,345,1,3889,1,4,2021-10
72,519,2,5508,0,3,2021-10
50,502,1,52,0,3,2021-10
36,253,1,260,2,2,2021-10
44,275,3,693,0,2,2021-10
52,920,1,135,5,4,2021-10
49,131,0,0,0,3,2021-10
43,691,0,0,3,5,2021-10
45,526,4,1476,2,4,2021-10
68,223,0,0,1,5,2021-10
61,501,1,1275,0,1,2021-10
31,531,0,0,0,1,2021-10
57,136,1,798,0,2,2021-10
70,626,4,148,0,1,2021-10
39,179,1,350,0,3,2021-10
31,268,0,0,0,1,2021-10
68,407,0,0,2,2,2021-10
65,187,1,159,0,3,2021-10
43,383,2,397,1,5,2021-10
73,455,1,885,0,2,2021-10
33,383,3,2186,1,4,2021-10
68,344,2,771,0,3,2021-10
48,1434,0,0,0,4,2021-10
46,198,2,96,0,3,2021-10
40,121,1,472,0,2,2021-10
53,289,1,474,0,3,2021-10
74,338,4,1886,0,4,2021-10
41,268,1,304,0,4,2021-10
57,599,3,665,1,2,2021-10
29,421,1,157,0,2,2021-10
50,226,4,273,0,3,2021-10
44,431,2,6210,0,4,2021-10
27,226,0,0,1,1,2021-10
54,618,0,0,0,3,2021-10
69,734,1,402,0,3,2021-10
54,402,3,1121,1,4,2021-10
65,578,2,1445,0,1,2021-10
60,1036,3,911,1,4,2021-10
54,378,2,201,0,1,2021-10
139,304,5,1552,0,5,2021-10
110,434,2,74,1,4,2021-10
54,279,0,0,1,2,2021-10
77,714,1,39,0,2,2021-10
48,404,1,918,0,1,2021-10
60,647,3,2323,0,1,2021-10
49,156,1,447,0,3,2021-10
36,312,3,1223,0,3,2021-10
130,88,2,272,0,2,2021-10
89,293,2,436,1,3,2021-10
42,298,0,0,1,5,2021-10
51,135,1,567,0,1,2021-10
49,186,0,0,0,1,2021-10
92,353,3,422,0,2,2021-10
62,140,0,0,0,1,2021-10
59,310,0,0,1,4,2021-10
50,923,0,0,0,2,2021-10
42,116,1,313,1,3,2021-10
68,600,1,108,1,4,2021-10
147,775,3,979,0,5,2021-10
33,409,0,0,0,4,2021-10
44,776,5,548,1,4,2021-10
49,474,0,0,0,4,2021-10
53,153,1,478,0,4,2021-10
37,447,1,634,2,4,2021-10
71,474,3,2794,1,5,2021-10
60,859,3,7974,3,5,2021-10
42,273,2,967,1,3,2021-10
28,318,1,1124,0,1,2021-10
127,221,1,1308,0,5,2021-10
38,150,1,411,0,2,2021-10
83,258,0,0,2,1,2021-10
58,303,1,1599,0,3,2021-10
58,410,0,0,0,3,2021-10
135,722,5,558,1,4,2021-10
31,169,3,696,0,3,2021-10
49,580,1,282,0,1,2021-10
100,292,1,332,1,5,2021-10
83,70,2,531,0,5,2021-10
86,657,1,126,0,5,2021-10
70,234,2,940,2,3,2021-10
38,395,0,0,0,4,2021-10
33,873,1,518,2,2,2021-10
99,946,1,314,1,5,2021-10
43,306,3,407,0,3,2021-10
34,302,2,1100,0,2,2021-10
44,658,2,686,1,5,2021-10
44,446,2,1631,0,2,2021-10
38,344,3,3284,0,3,2021-10
60,524,0,0,0,3,2021-10
66,161,1,167,0,1,2021-10
39,537,0,0,0,3,2021-10
34,500,1,261,0,4,2021-10
63,207,0,0,0,2,2021-10
104,178,2,1453,0,5,2021-10
80,1406,0,0,2,2,2021-10
48,269,2,1101,0,4,2021-10
61,239,3,1275,0,4,2021-10
42,183,1,231,1,3,2021-10
68,360,0,0,0,2,2021-10
50,268,0,0,0,3,2021-10
64,287,0,0,0,4,2021-10
68,734,1,345,1,5,2021-10
58,939,0,0,0,5,2021-10
30,519,1,373,0,3,2021-10
32,432,2,480,1,2,2021-10
51,130,1,724,0,4,2021-10
77,401,1,346,1,3,2021-10
75,731,0,0,0,3,2021-10
25,220,1,735,0,3,2021-10
25,400,1,170,0,3,2021-10
35,275,1,1081,0,3,2021-10
45,121,1,379,0,2,2021-10
67,879,2,2373,0,4,2021-10
37,255,1,310,0,2,2021-10
54,549,1,446,0,1,2021-10
71,644,1,1214,0,2,2021-10
64,600,2,584,0,5,2021-10
57,488,2,2242,1,4,2021-10
67,1186,3,1216,0,3,2021-10
70,1674,4,1778,1,4,2021-10
51,185,3,2575,0,2,2021-10
83,347,0,0,0,3,2021-10
56,553,0,0,0,1,2021-10
32,210,2,240,0,4,2021-10
71,374,0,0,0,3,2021-10
62,195,1,163,0,5,2021-10
55,318,2,532,1,4,2021-10
69,198,1,233,0,3,2021-10
50,524,1,309,0,1,2021-10
58,393,2,763,0,1,2021-10
40,211,0,0,0,2,2021-10
47,415,2,238,0,3,2021-10
64,257,1,206,0,3,2021-10
62,140,1,258,0,5,2021-10
38,681,4,1289,0,4,2021-10
45,169,1,386,0,5,2021-10
45,256,2,483,0,4,2021-10
50,623,0,0,0,1,2021-10
42,571,4,3611,0,5,2021-10
63,249,0,0,0,3,2021-10
42,247,0,0,1,2,2021-10
48,473,1,1146,0,5,2021-10
64,495,1,376,0,4,2021-10
63,397,2,946,0,5,2021-10
46,162,1,2777,1,3,2021-10
29,461,1,299,0,1,2021-10
51,214,2,374,0,2,2021-10
55,216,0,0,0,1,2021-10
62,706,4,886,0,2,2021-10
59,359,2,389,0,1,2021-10
59,774,1,466,0,3,2021-10
25,120,1,6,0,2,2021-10
128,514,3,312,0,5,2021-10
112,785,1,40,2,3,2021-10
52,385,1,1629,0,5,2021-10
29,543,2,1674,0,4,2021-10
44,279,2,70,0,3,2021-10
58,228,0,0,3,1,2021-10
77,491,0,0,2,1,2021-10
44,1460,0,0,2,2,2021-10
40,309,0,0,1,1,2021-10
127,911,2,885,2,2,2021-10
41,825,1,185,0,1,2021-10
149,301,2,904,0,4,2021-10
51,141,2,397,0,3,2021-10
70,826,0,0,1,1,2021-10
85,462,3,4507,0,4,2021-10
61,994,3,1327,0,3,2021-10
24,238,0,0,0,4,2021-10
74,311,0,0,1,2,2021-10
88,237,1,322,1,2,2021-10
92,538,1,3573,2,5,2021-10
79,396,1,829,0,1,2021-10
63,384,3,3764,0,4,2021-10
51,211,1,293,0,3,2021-10
69,189,0,0,0,1,2021-10
77,755,0,0,0,3,2021-10
44,283,1,2390,0,2,2021-10
37,156,1,948,0,1,2021-10
71,538,2,7307,0,3,2021-10
37,234,1,629,0,5,2021-10
33,920,2,340,0,4,2021-10
75,357,2,365,0,3,2021-10
55,144,0,0,0,5,2021-10
40,472,0,0,0,4,2021-10
74,236,1,267,0,5,2021-10
74,411,2,256,0,2,2021-10
56,604,2,151,0,3,2021-10
45,439,0,0,1,3,2021-10
106,365,2,375,0,4,2021-10
35,632,0,0,0,4,2021-10
68,539,0,0,0,5,2021-10
45,102,3,451,0,3,2021-10
89,197,2,172,0,2,2021-10
127,454,1,327,0,4,2021-10
24,318,0,0,1,5,2021-10
90,488,0,0,0,2,2021-10
43,655,5,893,2,5,2021-10
51,1210,4,3063,0,3,2021-10
72,938,1,561,0,3,2021-10
72,293,1,608,0,4,2021-10
26,534,2,828,1,4,2021-10
65,1288,7,5572,0,4,2021-10
52,186,0,0,0,2,2021-10
66,634,1,203,0,2,2021-10
50,196,1,693,0,4,2021-10
44,248,0,0,1,2,2021-10
141,807,2,870,0,4,2021-10
68,266,1,44,0,2,2021-10
52,584,0,0,2,3,2021-10
68,296,3,1519,0,3,2021-10
48,336,3,1858,3,4,2021-10
68,205,3,752,0,4,2021-10
67,195,1,424,0,2,2021-10
145,950,3,5108,0,2,2021-10
63,158,1,688,0,2,2021-10
67,676,2,1520,1,3,2021-10
42,263,1,169,0,5,2021-10
41,292,2,768,0,3,2021-10
67,2622,10,5853,3,5,2021-10
44,1890,2,1278,0,4,2021-10
68,310,0,0,0,2,2021-10
56,1195,0,0,3,3,2021-10
103,788,3,198,0,1,2021-10
55,696,1,223,0,2,2021-10
31,172,1,710,1,3,2021-10
28,395,2,392,0,1,2021-10
62,248,0,0,1,5,2021-10
45,458,0,0,0,1,2021-10
92,317,2,340,1,2,2021-10
62,1041,7,1261,4,5,2021-10
36,474,4,5992,0,5,2021-10
40,681,1,193,0,4,2021-10
72,527,0,0,0,3,2021-10
53,446,2,1693,0,3,2021-10
83,824,1,2835,0,1,2021-10
53,194,1,1100,0,2,2021-10
52,278,2,137,0,2,2021-10
48,838,2,375,0,2,2021-10
29,1072,3,432,0,4,2021-10
57,254,1,412,0,2,2021-10
64,520,2,233,1,3,2021-10
36,196,2,411,1,2,2021-10
65,381,1,293,0,4,2021-10
31,189,1,235,0,1,2021-10
65,477,1,335,2,3,2021-10
102,1253,1,46,1,2,2021-10
47,544,0,0,0,1,2021-10
44,211,2,1298,0,4,2021-10
56,352,2,392,0,1,2021-10
51,945,1,334,1,4,2021-10
124,454,1,332,0,2,2021-10
54,346,1,330,0,5,2021-10
28,421,3,1271,1,2,2021-10
44,211,2,389,2,3,2021-10
42,284,1,135,0,5,2021-10
75,351,2,1248,2,1,2021-10
65,306,0,0,0,3,2021-10
30,188,1,62,1,4,2021-10
41,672,0,0,0,3,2021-10
76,468,0,0,0,1,2021-10
61,441,3,4202,0,2,2021-10
65,229,2,214,0,5,2021-10
53,389,3,316,0,2,2021-10
58,438,1,203,1,4,2021-10
29,670,2,954,1,3,2021-10
57,317,2,522,0,1,2021-10
33,40,2,153,0,1,2021-10
89,492,3,242,0,5,2021-10
78,490,2,12658,0,3,2021-10
113,447,1,412,1,4,2021-10
72,716,0,0,0,2,2021-10
60,392,1,722,0,4,2021-10
36,332,4,6532,0,2,2021-10
80,384,1,2558,0,5,2021-10
68,515,0,0,0,2,2021-10
94,474,1,160,0,3,2021-10
62,340,0,0,0,2,2021-10
50,1102,0,0,2,5,2021-10
34,619,1,139,0,3,2021-10
74,248,5,2915,0,5,2021-10
49,366,2,5642,0,4,2021-10
48,504,2,1108,0,3,2021-10
69,311,1,1497,2,4,2021-10
38,228,2,548,0,2,2021-10
67,485,1,81,1,3,2021-10
83,200,2,2846,0,5,2021-10
73,235,1,120,1,3,2021-10
78,264,3,574,0,4,2021-10
72,267,3,681,0,5,2021-10
55,452,2,156,0,3,2021-10
68,161,0,0,0,1,2021-10
44,385,9,5005,1,3,2021-10
73,128,0,0,0,1,2021-10
85,176,2,89,0,4,2021-10
37,572,0,0,0,1,2021-10
55,548,2,1021,0,2,2021-10
52,491,0,0,2,4,2021-10
30,491,1,301,1,3,2021-10
94,650,3,1113,0,4,2021-10
32,211,0,0,0,3,2021-10
86,980,0,0,2,3,2021-10
49,215,1,785,0,1,2021-10
39,630,1,32,0,1,2021-10
65,382,2,227,1,4,2021-10
19,226,0,0,1,2,2021-10
47,392,8,2394,0,3,2021-10
51,326,4,874,0,3,2021-10
82,1358,3,1485,0,3,2021-10
101,1806,3,1892,1,3,2021-10
74,546,5,1457,1,1,2021-10
35,1351,3,3110,1,4,2021-10
44,382,3,174,0,2,2021-10
40,158,2,237,0,3,2021-10
42,303,5,4151,0,4,2021-10
71,375,4,783,0,4,2021-10
55,706,3,1095,0,5,2021-10
55,530,3,1023,0,3,2021-10
38,209,1,222,0,2,2021-10
80,649,3,3262,0,4,2021-10
49,498,1,2706,0,2,2021-10
29,977,0,0,1,3,2021-10
53,305,2,235,0,3,2021-10
46,1032,0,0,4,3,2021-10
18,1009,1,375,0,3,2021-10
62,521,0,0,1,2,2021-10
74,544,2,2347,2,5,2021-10
46,325,0,0,1,5,2021-10
123,330,3,2152,0,5,2021-10
111,264,1,615,0,3,2021-10
89,504,1,64,1,1,2021-10
51,2997,2,347,0,2,2021-10
27,895,1,503,0,4,2021-10
49,979,0,0,4,2,2021-10
77,357,1,310,1,1,2021-10
33,214,1,220,0,4,2021-10
51,238,2,384,0,2,2021-10
56,948,4,1422,1,3,2021-10
61,956,0,0,1,2,2021-10
35,628,3,68,0,3,2021-10
62,481,1,121,1,5,2021-10
20,575,1,546,0,3,2021-10
65,234,1,806,0,2,2021-10
41,271,2,317,0,5,2021-10
65,384,2,580,1,4,2021-10
29,317,1,810,0,3,2021-10
72,586,2,3336,0,4,2021-10
77,719,1,527,1,5,2021-10
79,528,1,400,0,1,2021-10
75,1158,0,0,2,4,2021-10
75,321,2,522,0,1,2021-10
70,207,3,673,0,2,2021-10
51,669,1,1750,1,4,2021-10
53,628,3,255,1,4,2021-10
60,513,1,2292,0,4,2021-10
65,557,4,2286,1,2,2021-10
70,373,1,2163,0,3,2021-10
54,234,2,1049,1,3,2021-10
91,805,2,509,0,1,2021-10
72,261,4,1094,0,2,2021-10
97,548,1,685,0,4,2021-10
57,631,2,1309,0,4,2021-10
38,720,4,972,0,3,2021-10
49,753,0,0,0,4,2021-10
41,662,2,130,1,2,2021-10
62,213,2,889,0,2,2021-10
31,1206,1,799,0,1,2021-10
45,128,2,207,0,4,2021-10
57,374,4,819,0,3,2021-10
48,354,1,994,0,2,2021-10
41,734,1,31,0,2,2021-10
66,729,0,0,0,4,2021-10
83,924,5,1471,0,5,2021-10
101,331,1,435,0,1,2021-10
66,132,0,0,0,1,2021-10
59,198,0,0,0,5,2021-10
65,195,1,53,0,1,2021-10
43,176,1,50,0,5,2021-10
95,338,1,914,2,3,2021-10
61,310,0,0,0,3,2021-10
78,304,3,3336,1,1,2021-10
100,292,2,379,0,3,2021-10
73,1060,1,456,1,3,2021-10
108,1095,4,2127,0,5,2021-10
57,814,1,94,0,2,2021-10
51,396,1,967,0,3,2021-10
69,380,2,134,1,5,2021-10
84,1139,4,316,0,2,2021-10
91,588,0,0,3,4,2021-10
54,566,2,119,1,5,2021-10
43,53,0,0,0,4,2021-10
60,244,2,200,0,2,2021-10
62,289,1,1383,0,1,2021-10
25,726,1,254,0,1,2021-10
82,148,0,0,0,2,2021-10
50,247,0,0,0,1,2021-10
82,380,0,0,0,2,2021-10
40,560,2,182,0,5,2021-10
41,295,0,0,1,1,2021-10
62,461,1,1303,1,2,2021-10
63,184,1,1019,2,1,2021-10
75,419,1,118,2,4,2021-10
53,260,2,107,0,3,2021-10
64,1506,1,977,1,4,2021-10
86,351,3,365,0,5,2021-10
90,1194,0,0,1,5,2021-10
36,277,0,0,0,3,2021-10
46,265,0,0,0,3,2021-10
122,733,2,4791,0,4,2021-10
41,497,0,0,7,5,2021-10
54,758,3,5941,0,4,2021-10
50,419,2,1642,0,2,2021-10
43,388,2,3494,0,4,2021-10
53,453,5,16695,0,2,2021-10
40,234,3,239,0,2,2021-10
72,904,1,786,0,2,2021-10
47,748,3,989,0,4,2021-10
36,526,3,1676,0,2,2021-10
46,291,3,340,0,2,2021-10
44,384,1,117,1,2,2021-10
74,614,1,299,1,2,2021-10
46,1366,2,942,1,3,2021-10
79,57,1,543,0,1,2021-10
37,429,0,0,0,2,2021-10
54,229,1,848,0,5,2021-10
90,528,4,7526,0,4,2021-10
48,163,1,128,0,2,2021-10
45,626,0,0,1,3,2021-10
32,82,1,93,0,1,2021-10
29,1004,0,0,0,4,2021-10
79,343,0,0,0,3,2021-10
47,552,0,0,0,4,2021-10
57,643,0,0,0,1,2021-10
53,688,1,470,0,1,2021-10
58,951,3,570,0,1,2021-10
47,283,1,957,0,3,2021-10
107,727,1,279,0,2,2021-10
48,737,0,0,1,4,2021-10
70,185,3,591,0,4,2021-10
42,456,2,281,0,5,2021-10
66,133,1,273,0,1,2021-10
34,615,0,0,1,1,2021-10
49,420,6,24123,1,2,2021-10
46,654,3,290,0,2,2021-10
92,253,0,0,0,1,2021-10
56,186,3,851,0,3,2021-10
55,744,4,5978,0,4,2021-10
70,1022,1,363,2,4,2021-10
53,531,2,2464,2,5,2021-10
41,202,1,700,0,3,2021-10
56,892,6,2619,1,3,2021-10
30,405,3,1159,0,1,2021-10
55,740,2,816,0,2,2021-10
144,151,3,1520,0,2,2021-10
42,347,2,4985,0,3,2021-10
116,664,2,811,1,3,2021-10
59,2231,0,0,0,5,2021-10
72,769,2,6009,0,3,2021-10
47,1145,2,336,3,5,2021-10
45,2136,2,997,3,2,2021-10
47,400,3,196,0,2,2021-10
36,323,3,3424,0,5,2021-10
58,242,2,620,0,1,2021-10
73,435,1,1731,0,5,2021-10
27,481,1,326,0,5,2021-10
58,609,1,598,1,2,2021-10
77,342,1,396,0,2,2021-10
79,251,2,1350,0,4,2021-10
54,375,3,220,0,5,2021-10
45,345,1,4751,0,3,2021-10
22,103,1,165,0,3,2021-10
43,327,0,0,2,4,2021-10
36,364,0,0,0,2,2021-10
44,634,3,1131,1,4,2021-10
41,571,3,502,0,4,2021-10
69,265,1,254,0,3,2021-10
79,646,0,0,0,2,2021-10
46,536,1,2747,0,4,2021-10
51,482,3,805,0,4,2021-10
40,175,7,384,0,3,2021-10
72,507,2,249,0,4,2021-10
39,441,1,807,0,4,2021-10
46,632,1,1499,1,5,2021-10
81,568,1,134,0,2,2021-10
90,302,0,0,2,2,2021-10
57,446,1,1113,0,2,2021-10
45,346,1,37,0,2,2021-10
85,509,1,140,0,3,2021-10
42,414,2,450,0,2,2021-10
57,68,3,933,0,4,2021-10
62,650,2,120,0,4,2021-10
38,111,2,219,0,2,2021-10
53,467,1,472,1,5,2021-10
58,457,1,593,1,5,2021-10
41,397,2,1404,0,5,2021-10
135,339,1,87,1,5,2021-10
50,475,0,0,0,2,2021-10
69,850,7,2780,0,2,2021-10
88,107,4,475,0,1,2021-10
38,330,1,877,0,3,2021-10
33,564,4,475,0,3,2021-10
64,498,3,515,0,3,2021-10
80,362,0,0,1,4,2021-10
39,812,6,1307,1,3,2021-10
135,462,2,151,0,3,2021-10
65,237,1,200,0,1,2021-10
51,277,0,0,1,2,2021-10
59,336,1,632,0,2,2021-10
53,418,1,1725,0,2,2021-10
32,165,1,392,0,3,2021-10
68,408,1,230,0,4,2021-10
47,1161,6,8694,0,3,2021-10
45,478,1,360,1,2,2021-10
76,403,1,643,1,2,2021-10
51,373,1,105,0,2,2021-10
79,264,2,745,2,5,2021-10
61,712,3,582,0,3,2021-10
83,1668,1,797,0,3,2021-10
42,586,6,5539,2,5,2021-10
72,895,0,0,0,4,2021-10
60,374,2,815,0,5,2021-10
53,179,2,382,0,1,2021-10
43,361,4,2336,0,4,2021-10
59,317,2,601,0,3,2021-10
47,139,1,221,0,2,2021-10
46,310,2,4902,0,1,2021-10
88,668,3,2272,0,2,2021-10
50,382,2,333,0,2,2021-10
80,773,3,721,0,4,2021-10
45,829,0,0,0,3,2021-10
59,415,1,3431,0,2,2021-10
59,1595,1,1404,6,5,2021-10
74,424,3,552,0,4,2021-10
60,620,0,0,1,3,2021-10
48,842,1,2622,0,5,2021-10
73,244,1,149,0,2,2021-10
37,134,1,157,0,4,2021-10
77,1469,7,5234,5,3,2021-10
40,484,1,1189,4,3,2021-10
58,429,4,554,0,3,2021-10
43,230,1,530,0,3,2021-10
84,295,1,110,0,2,2021-10
63,952,0,0,1,5,2021-10
74,2644,7,2006,0,3,2021-10
57,765,2,1139,0,4,2021-10
88,753,3,260,0,4,2021-10
59,728,4,2754,0,4,2021-10
44,465,1,842,0,2,2021-10
84,1160,2,3063,0,1,2021-10
27,230,1,118,0,2,2021-10
34,256,0,0,1,3,2021-10
87,856,0,0,1,4,2021-10
80,172,1,1110,0,2,2021-10
94,708,2,316,0,4,2021-10
80,846,1,1950,0,2,2021-10
45,336,2,1312,0,2,2021-10
50,90,1,262,0,1,2021-10
64,403,2,1678,0,2,2021-10
72,163,0,0,0,4,2021-10
44,751,1,2098,0,3,2021-10
51,458,1,175,0,2,2021-10
66,214,1,367,0,3,2021-10
76,169,0,0,0,4,2021-10
41,1125,2,845,0,1,2021-10
94,1620,2,766,0,5,2021-10
72,338,3,393,1,3,2021-10
99,766,2,587,0,3,2021-10
34,338,0,0,0,3,2021-10
55,175,2,330,0,2,2021-10
55,581,3,921,0,3,2021-10
15,546,1,948,0,4,2021-10
48,183,2,752,1,4,2021-10
47,358,1,1627,1,2,2021-10
50,484,3,2831,0,2,2021-10
49,169,3,1055,0,3,2021-10
34,331,0,0,2,3,2021-10
73,1395,2,702,0,5,2021-10
104,547,3,234,0,1,2021-10
70,1081,5,854,0,5,2021-10
132,370,3,6197,1,4,2021-10
69,1609,0,0,0,3,2021-10
58,529,2,2557,0,3,2021-10
82,346,1,109,0,2,2021-10
99,820,1,4386,1,4,2021-10
32,70,2,493,0,5,2021-10
45,555,2,1779,0,4,2021-10
72,548,2,390,0,3,2021-10
39,193,1,117,0,2,2021-10
54,131,2,613,0,3,2021-10
53,287,3,1529,0,3,2021-10
78,802,0,0,0,5,2021-10
98,431,0,0,0,1,2021-10
47,391,2,227,0,3,2021-10
35,324,1,118,0,2,2021-10
73,693,1,1034,0,5,2021-10
59,463,4,436,0,1,2021-10
75,698,1,181,0,3,2021-10
78,460,2,2740,1,4,2021-10
41,497,2,680,1,5,2021-10
50,177,1,49,0,3,2021-10
100,557,1,668,0,3,2021-10
95,353,1,1792,0,4,2021-10
97,622,2,882,0,2,2021-10
50,174,0,0,1,1,2021-10
48,482,0,0,0,4,2021-10
47,177,2,108,0,2,2021-10
75,1512,1,8152,1,1,2021-10
113,57,1,195,0,2,2021-10
33,629,1,294,0,1,2021-10
51,435,1,365,0,2,2021-10
26,145,2,801,0,3,2021-10
33,203,2,498,0,5,2021-10
92,691,1,2042,0,4,2021-10
55,463,2,3565,0,3,2021-10
79,733,3,979,0,4,2021-10
47,196,1,149,0,5,2021-10
46,248,1,20,1,3,2021-10
59,277,2,904,1,5,2021-10
118,202,1,2327,0,5,2021-10
67,502,2,2592,0,3,2021-10
35,412,2,406,0,5,2021-10
48,488,0,0,2,4,2021-10
66,340,2,496,0,2,2021-10
81,572,2,2336,0,4,2021-10
89,487,2,351,0,4,2021-10
34,44,1,156,1,2,2021-10
47,762,2,1429,0,4,2021-10
53,282,0,0,1,2,2021-10
36,442,2,491,0,2,2021-10
60,1121,7,6300,0,4,2021-10
57,422,0,0,1,2,2021-10
39,1073,1,159,0,3,2021-10
45,884,1,2163,0,1,2021-10
82,294,0,0,0,1,2021-10
113,701,1,57,0,2,2021-10
36,143,1,473,0,4,2021-10
43,368,2,6008,0,1,2021-10
30,256,1,919,0,2,2021-10
54,267,3,181,0,4,2021-10
34,432,3,1295,0,2,2021-10
76,664,3,808,0,3,2021-10
87,563,1,1088,1,3,2021-10
47,728,0,0,0,1,2021-10
45,341,1,301,0,5,2021-10
52,643,0,0,0,3,2021-10
33,225,1,937,0,2,2021-10
72,869,2,1019,0,4,2021-10
45,183,3,618,0,3,2021-10
66,363,2,388,0,2,2021-10
101,68,1,239,2,3,2021-10
50,256,2,514,0,2,2021-10
48,299,1,319,0,4,2021-10
68,352,0,0,0,2,2021-10
44,451,1,1726,0,5,2021-10
46,464,3,2776,0,1,2021-10
55,113,1,216,0,5,2021-10
64,321,1,242,0,3,2021-10
79,563,1,110,2,2,2021-10
31,372,1,570,2,3,2021-10
56,133,1,55,0,2,2021-10
63,314,2,36,0,4,2021-10
28,66,1,103,0,3,2021-10
39,469,1,87,2,4,2021-10
63,946,0,0,0,4,2021-10
95,245,1,221,0,4,2021-10
131,1807,2,4755,2,3,2021-10
109,173,0,0,0,3,2021-10
49,182,1,689,0,2,2021-10
46,396,4,4034,0,5,2021-10
46,589,1,5,2,2,2021-10
34,888,4,1725,0,3,2021-10
31,266,2,255,2,3,2021-10
86,955,0,0,4,1,2021-10
30,238,5,1063,0,3,2021-10
58,202,2,364,0,4,2021-10
48,736,1,465,0,3,2021-10
21,628,2,239,1,2,2021-10
46,703,1,2030,1,2,2021-10
124,477,1,461,0,1,2021-10
40,638,4,1507,0,4,2021-10
43,186,2,1007,0,4,2021-10
63,925,1,414,0,5,2021-10
42,823,2,863,0,2,2021-10
36,389,1,519,1,5,2021-10
50,713,1,505,0,5,2021-10
51,906,5,195,0,3,2021-10
34,649,4,1770,0,4,2021-10
57,486,0,0,0,5,2021-10
52,972,0,0,0,3,2021-10
38,506,1,902,0,4,2021-10
67,609,0,0,0,5,2021-10
73,128,1,202,0,2,2021-10
37,840,0,0,0,3,2021-10
75,305,2,353,0,1,2021-10
58,573,1,880,0,2,2021-10
64,241,1,142,0,1,2021-10
63,625,3,1798,0,5,2021-10
25,109,1,165,0,4,2021-10
45,563,0,0,1,2,2021-10
90,203,2,326,0,1,2021-10
71,582,3,3200,1,5,2021-10
65,254,0,0,0,1,2021-10
69,775,2,571,0,2,2021-10
58,1144,1,237,1,5,2021-10
75,600,3,502,0,2,2021-10
94,725,1,508,0,5,2021-10
38,882,1,1610,1,3,2021-10
58,795,2,1576,1,4,2021-10
44,225,2,625,0,1,2021-10
24,250,2,1215,0,3,2021-10
40,217,0,0,0,1,2021-10
55,185,0,0,0,3,2021-10
59,287,2,222,0,3,2021-10
48,240,2,92,0,1,2021-10
55,489,0,0,1,1,2021-10
134,351,1,1526,0,3,2021-10
50,260,3,696,0,4,2021-10
71,928,6,1363,0,2,2021-10
69,782,1,1204,1,4,2021-10
73,218,0,0,0,2,2021-10
48,1191,5,1017,0,4,2021-10
68,712,2,1448,0,3,2021-10
57,1332,5,2594,0,2,2021-10
42,280,3,1160,0,2,2021-10
47,506,0,0,1,3,2021-10
26,143,2,307,0,1,2021-10
21,247,2,791,1,3,2021-10
44,607,4,2126,0,2,2021-10
76,278,2,1690,0,1,2021-10
43,619,0,0,1,2,2021-10
75,90,1,80,1,2,2021-10
69,407,4,777,1,2,2021-10
53,268,1,1404,0,2,2021-10
107,312,2,1115,0,1,2021-10
60,132,0,0,1,3,2021-10
44,990,2,7778,0,4,2021-10
142,333,1,745,0,2,2021-10
95,507,4,3287,0,4,2021-10
48,444,1,881,0,3,2021-10
49,1305,2,450,1,3,2021-10
65,385,1,835,0,3,2021-10
61,276,1,163,0,1,2021-10
32,922,0,0,0,1,2021-10
135,337,0,0,0,3,2021-10
51,184,1,230,0,2,2021-10
55,84,1,363,0,3,2021-10
62,692,1,3846,0,1,2021-10
67,0,1,1225,0,2,2021-10
27,468,2,615,0,3,2021-10
41,487,3,1341,0,5,2021-10
63,342,0,0,0,2,2021-10
93,754,2,1656,0,2,2021-10
52,132,1,262,0,2,2021-10
